Name,Garment_Name,Experience_Years,Job_Role,Working_Hours_Per_Week,Exposure_To_Chemicals,Machine_Use,Workstation_Ergonomics,Injury_History,Health_Condition,Safety_Training,Shift_Type,Task_Rotation_Frequency,Job_Risk
Fariha Khan,Pallmall Group,12,Machine_Maintenance,49,Low,Heavy,Average,2,Minor_Chronic,Advanced,Day,Occasional,High
Fariha Khan,Pallmall Group,3,Dyeing,50,Low,Unknown,Poor,0,Healthy,Advanced,Day,Rare,Medium
Shahidul Islam,Pallmall Group,25,Sewing,57,Unknown,Light,Average,0,Minor_Chronic,Basic,Night,Rare,Medium
Shahidul Islam,Pallmall Group,24,Machine_Maintenance,32,Unknown,Heavy,Poor,1,Healthy,Unknown,Day,Rare,High
Taslima Akter,Pallmall Group,29,Sewing,36,Unknown,Light,Good,1,Healthy,Basic,Night,Rare,Low
Shahidul Islam,Pallmall Group,10,Sewing,48,Unknown,Light,Good,0,Healthy,Advanced,Day,Occasional,Low
Fariha Khan,Pallmall Group,6,Packaging,38,Medium,Unknown,Good,0,Healthy,Basic,Day,Rare,Low
Taslima Akter,Pallmall Group,30,Ironing,32,Unknown,Unknown,Average,1,Healthy,Advanced,Day,Occasional,Low
Fariha Khan,Pallmall Group,9,Cutting,62,Low,Light,Average,1,Minor_Chronic,Basic,Night,Rare,Medium
Taslima Akter,Pallmall Group,38,Sewing,54,Medium,Light,Poor,1,Healthy,Basic,Day,Rare,Medium
Mariam Noor,Pallmall Group,12,Ironing,29,Unknown,Heavy,Average,0,Healthy,Basic,Day,Frequent,Low
Abdul Latif,Pallmall Group,30,Sewing,51,Unknown,Light,Average,1,Healthy,Unknown,Evening,Frequent,Low
Nazia Sultana,Pallmall Group,6,Machine_Maintenance,58,High,Light,Average,1,Healthy,Advanced,Night,Occasional,High
Taslima Akter,Pallmall Group,35,Sewing,60,Medium,Heavy,Good,0,Healthy,Basic,Day,Rare,High
Nazia Sultana,Pallmall Group,19,Machine_Maintenance,66,Unknown,Unknown,Good,2,Minor_Chronic,Basic,Evening,Frequent,Low
Taslima Akter,Pallmall Group,3,Ironing,57,Medium,Light,Poor,1,Healthy,Basic,Evening,Occasional,High
Rahim Ahmed,Pallmall Group,6,Packaging,64,Medium,Light,Poor,0,Healthy,Unknown,Evening,Occasional,High
Mushfiqur Rahman,Pallmall Group,0,Packaging,55,Unknown,Unknown,Average,0,Healthy,Basic,Day,Occasional,Low
Rasel Hossain,Pallmall Group,12,Packaging,58,Medium,Heavy,Poor,0,Healthy,Basic,Day,Rare,High
Mushfiqur Rahman,Pallmall Group,21,Cutting,38,Unknown,Light,Average,1,Minor_Chronic,Advanced,Day,Occasional,Low
Shahidul Islam,Pallmall Group,20,Sewing,50,Low,Light,Average,1,Healthy,Basic,Evening,Occasional,Low
Shamina Begum,Pallmall Group,21,Sewing,29,High,Light,Poor,0,Healthy,Basic,Day,Occasional,Low
Shamina Begum,Pallmall Group,27,Packaging,67,Medium,Light,Average,1,Serious_Chronic,Basic,Evening,Rare,High
Fariha Khan,Pallmall Group,8,Packaging,68,Unknown,Unknown,Average,2,Healthy,Advanced,Day,Frequent,Medium
Shamina Begum,Pallmall Group,25,Cutting,54,Unknown,Light,Good,0,Healthy,Basic,Day,Rare,Low
Mushfiqur Rahman,Pallmall Group,8,Sewing,62,Low,Light,Poor,0,Healthy,Advanced,Evening,Occasional,Medium
Abdul Latif,Pallmall Group,14,Cutting,29,Low,Heavy,Good,2,Healthy,Basic,Night,Occasional,High
Mushfiqur Rahman,Pallmall Group,9,Dyeing,66,Low,Light,Average,0,Healthy,Unknown,Evening,Occasional,Medium
Shahidul Islam,Pallmall Group,23,Ironing,64,High,Light,Average,0,Healthy,Basic,Day,Rare,Medium
Mariam Noor,Pallmall Group,7,Packaging,48,Medium,Light,Poor,1,Minor_Chronic,Basic,Day,Occasional,Medium
Shahidul Islam,Pallmall Group,23,Supervisor,32,Unknown,Heavy,Average,1,Healthy,Advanced,Evening,Rare,Low
Nazia Sultana,Pallmall Group,15,Sewing,48,Unknown,Light,Average,0,Healthy,Basic,Day,Occasional,Low
Shahidul Islam,Pallmall Group,25,Ironing,56,Unknown,Light,Average,0,Healthy,Basic,Evening,Rare,Low
Nazia Sultana,Pallmall Group,26,Cutting,47,Low,Heavy,Average,0,Healthy,Unknown,Day,Frequent,Medium
Rasel Hossain,Pallmall Group,36,Cutting,65,Low,Heavy,Average,1,Healthy,Basic,Night,Frequent,High
Nazia Sultana,Pallmall Group,3,Sewing,47,Low,Heavy,Good,1,Minor_Chronic,Basic,Night,Occasional,Medium
Nazia Sultana,Pallmall Group,23,Sewing,52,Unknown,Heavy,Poor,0,Healthy,Basic,Day,Frequent,Low
Taslima Akter,Pallmall Group,18,Machine_Maintenance,29,Unknown,Light,Good,0,Healthy,Unknown,Evening,Rare,Medium
Rasel Hossain,Pallmall Group,35,Cutting,59,Unknown,Heavy,Poor,1,Healthy,Unknown,Day,Frequent,High
Mariam Noor,Pallmall Group,38,Ironing,53,Low,Light,Good,2,Serious_Chronic,Basic,Day,Rare,Medium
Shamina Begum,Pallmall Group,9,Machine_Maintenance,33,Unknown,Heavy,Good,1,Healthy,Advanced,Day,Occasional,Medium
Shamina Begum,Pallmall Group,24,Packaging,68,Unknown,Unknown,Average,0,Healthy,Advanced,Evening,Rare,Low
Taslima Akter,Pallmall Group,17,Sewing,30,Unknown,Light,Average,1,Healthy,Unknown,Day,Frequent,Low
Shahidul Islam,Pallmall Group,18,Ironing,60,Low,Light,Average,2,Minor_Chronic,Basic,Night,Occasional,Medium
Mariam Noor,Pallmall Group,35,Cutting,28,Unknown,Light,Poor,0,Minor_Chronic,Basic,Day,Occasional,Low
Rasel Hossain,Pallmall Group,9,Packaging,32,Medium,Light,Average,0,Minor_Chronic,Advanced,Day,Frequent,Low
Mariam Noor,Pallmall Group,32,Packaging,40,Low,Light,Average,0,Serious_Chronic,Basic,Day,Occasional,Low
Taslima Akter,Pallmall Group,4,Packaging,46,Low,Heavy,Good,0,Healthy,Basic,Evening,Occasional,Medium
Shamina Begum,Pallmall Group,34,Cutting,39,Low,Light,Good,2,Healthy,Basic,Day,Rare,Medium
Mariam Noor,Pallmall Group,33,Packaging,52,Unknown,Light,Average,0,Healthy,Basic,Day,Frequent,Low
Rasel Hossain,Pallmall Group,32,Sewing,62,Unknown,Heavy,Average,1,Healthy,Basic,Day,Frequent,Medium
Shamina Begum,Pallmall Group,20,Sewing,39,High,Light,Average,0,Healthy,Unknown,Day,Frequent,Medium
Nazia Sultana,Pallmall Group,16,Cutting,57,Medium,Unknown,Average,0,Minor_Chronic,Basic,Day,Rare,Medium
Fariha Khan,Pallmall Group,21,Sewing,32,High,Light,Average,0,Healthy,Basic,Day,Rare,Low
Nazia Sultana,Pallmall Group,36,Sewing,61,Low,Heavy,Average,2,Healthy,Basic,Day,Occasional,High
Mariam Noor,Pallmall Group,14,Packaging,49,Unknown,Light,Good,1,Minor_Chronic,Basic,Day,Rare,Low
Mariam Noor,Pallmall Group,34,Machine_Maintenance,66,Unknown,Light,Average,0,Healthy,Basic,Day,Rare,Medium
Abdul Latif,Pallmall Group,27,Cutting,40,Low,Light,Average,0,Healthy,Advanced,Evening,Occasional,Low
Mushfiqur Rahman,Pallmall Group,6,Sewing,30,Unknown,Light,Average,1,Healthy,Unknown,Day,Frequent,Low
Rasel Hossain,Pallmall Group,31,Sewing,47,Unknown,Unknown,Average,1,Healthy,Advanced,Day,Frequent,Low
Shamina Begum,Pallmall Group,10,Sewing,58,Medium,Heavy,Average,0,Serious_Chronic,Unknown,Evening,Rare,High
Abdul Latif,Pallmall Group,9,Sewing,32,Unknown,Heavy,Average,0,Healthy,Unknown,Evening,Rare,Medium
Taslima Akter,Pallmall Group,8,Machine_Maintenance,51,Unknown,Light,Poor,1,Minor_Chronic,Advanced,Night,Rare,High
Rahim Ahmed,Pallmall Group,13,Sewing,67,Medium,Light,Average,1,Healthy,Advanced,Day,Occasional,Medium
Shamina Begum,Pallmall Group,12,Cutting,60,Medium,Heavy,Average,1,Healthy,Unknown,Night,Occasional,High
Rasel Hossain,Pallmall Group,24,Sewing,35,Unknown,Light,Average,0,Healthy,Advanced,Evening,Occasional,Low
Mariam Noor,Pallmall Group,1,Packaging,51,Medium,Light,Average,0,Healthy,Basic,Night,Frequent,Medium
Shamina Begum,Pallmall Group,34,Packaging,47,Medium,Unknown,Average,0,Healthy,Basic,Night,Occasional,Medium
Shamina Begum,Pallmall Group,6,Machine_Maintenance,43,Unknown,Light,Average,0,Healthy,Unknown,Day,Occasional,Medium
Shahidul Islam,Pallmall Group,20,Packaging,39,Unknown,Heavy,Good,1,Healthy,Basic,Day,Occasional,Low
Shahidul Islam,Pallmall Group,17,Cutting,40,Unknown,Unknown,Average,0,Healthy,Basic,Evening,Occasional,Low
Shahidul Islam,Pallmall Group,2,Sewing,66,Low,Light,Good,0,Healthy,Basic,Day,Occasional,Low
Taslima Akter,Pallmall Group,38,Packaging,52,Unknown,Light,Average,0,Healthy,Basic,Night,Frequent,Low
Mushfiqur Rahman,Pallmall Group,40,Cutting,59,High,Heavy,Average,0,Healthy,Basic,Day,Occasional,High
Abdul Latif,Pallmall Group,10,Ironing,51,Medium,Light,Average,0,Healthy,Advanced,Night,Frequent,Medium
Rasel Hossain,Pallmall Group,38,Sewing,36,Medium,Light,Poor,0,Minor_Chronic,Basic,Day,Rare,Medium
Shamina Begum,Pallmall Group,23,Sewing,67,High,Light,Poor,0,Minor_Chronic,Unknown,Day,Rare,High
Mariam Noor,Pallmall Group,18,Ironing,50,Medium,Light,Average,1,Minor_Chronic,Basic,Night,Frequent,Medium
Mushfiqur Rahman,Pallmall Group,3,Ironing,40,Unknown,Unknown,Average,0,Healthy,Unknown,Day,Occasional,Low
Mariam Noor,Pallmall Group,25,Packaging,59,Unknown,Unknown,Average,0,Healthy,Basic,Day,Occasional,Low
Taslima Akter,Pallmall Group,37,Sewing,42,Low,Light,Average,0,Healthy,Basic,Day,Occasional,Low
Shamina Begum,Pallmall Group,31,Ironing,63,Unknown,Light,Average,0,Minor_Chronic,Basic,Night,Rare,Low
Abdul Latif,Pallmall Group,38,Sewing,32,Unknown,Heavy,Average,0,Healthy,Advanced,Evening,Occasional,Low
Mushfiqur Rahman,Pallmall Group,35,Sewing,49,Low,Light,Average,1,Healthy,Basic,Night,Frequent,Low
Rahim Ahmed,Pallmall Group,39,Cutting,43,Medium,Unknown,Poor,1,Minor_Chronic,Basic,Day,Frequent,Medium
Rasel Hossain,Pallmall Group,36,Sewing,68,Unknown,Light,Average,2,Healthy,Basic,Day,Occasional,Medium
Shamina Begum,Pallmall Group,32,Sewing,37,Medium,Light,Average,0,Healthy,Unknown,Day,Occasional,Low
Rasel Hossain,Pallmall Group,35,Cutting,51,Unknown,Unknown,Average,1,Healthy,Basic,Day,Frequent,Low
Mushfiqur Rahman,Pallmall Group,2,Sewing,45,Low,Heavy,Poor,0,Healthy,Basic,Day,Occasional,Medium
Abdul Latif,Pallmall Group,8,Sewing,45,Unknown,Heavy,Poor,0,Healthy,Advanced,Evening,Rare,High
Fariha Khan,Pallmall Group,7,Sewing,34,Medium,Light,Average,0,Healthy,Advanced,Day,Rare,Medium
Abdul Latif,Pallmall Group,32,Sewing,31,Unknown,Light,Average,0,Serious_Chronic,Basic,Day,Occasional,Low
Taslima Akter,Pallmall Group,5,Sewing,53,Low,Unknown,Poor,2,Healthy,Unknown,Day,Rare,High
Shahidul Islam,Pallmall Group,40,Dyeing,32,Unknown,Light,Good,0,Healthy,Advanced,Day,Rare,Low
Mariam Noor,Pallmall Group,38,Sewing,43,Unknown,Light,Poor,0,Healthy,Unknown,Day,Frequent,Low
Nazia Sultana,Pallmall Group,3,Sewing,62,Unknown,Light,Average,2,Healthy,Advanced,Day,Occasional,Medium
Rahim Ahmed,Pallmall Group,12,Cutting,53,Unknown,Heavy,Poor,0,Serious_Chronic,Advanced,Day,Frequent,High
Fariha Khan,Pallmall Group,1,Dyeing,45,Unknown,Unknown,Average,1,Healthy,Advanced,Night,Occasional,Medium
Nazia Sultana,Pallmall Group,4,Machine_Maintenance,56,Unknown,Light,Average,0,Minor_Chronic,Basic,Day,Occasional,Low
Mushfiqur Rahman,Pallmall Group,26,Packaging,50,Low,Heavy,Average,0,Healthy,Basic,Night,Rare,Medium
Mariam Noor,Pallmall Group,31,Packaging,41,Low,Light,Average,0,Healthy,Basic,Day,Frequent,Low
Fariha Khan,Pallmall Group,20,Ironing,42,Unknown,Unknown,Average,0,Minor_Chronic,Advanced,Evening,Rare,Low
Rasel Hossain,Pallmall Group,7,Packaging,60,Low,Light,Average,1,Healthy,Unknown,Day,Occasional,High
Shahidul Islam,Pallmall Group,37,Ironing,52,Unknown,Light,Poor,0,Healthy,Advanced,Evening,Rare,Low
Abdul Latif,Pallmall Group,7,Sewing,48,Low,Heavy,Average,0,Healthy,Basic,Day,Rare,Medium
Abdul Latif,Pallmall Group,2,Sewing,44,Unknown,Heavy,Poor,1,Minor_Chronic,Basic,Day,Rare,High
Shamina Begum,Pallmall Group,2,Sewing,50,Low,Heavy,Average,0,Minor_Chronic,Advanced,Night,Occasional,High
Nazia Sultana,Pallmall Group,21,Machine_Maintenance,44,Unknown,Heavy,Average,0,Minor_Chronic,Basic,Evening,Frequent,Medium
Shahidul Islam,Pallmall Group,5,Ironing,41,High,Light,Good,1,Healthy,Basic,Day,Occasional,Medium
Fariha Khan,Pallmall Group,1,Packaging,56,Unknown,Heavy,Average,0,Healthy,Unknown,Day,Occasional,High
Nazia Sultana,Pallmall Group,22,Cutting,47,Unknown,Heavy,Average,0,Healthy,Unknown,Day,Frequent,Medium
Mushfiqur Rahman,Pallmall Group,1,Cutting,57,Unknown,Light,Average,0,Healthy,Unknown,Evening,Occasional,Medium
Rasel Hossain,Pallmall Group,37,Sewing,46,Medium,Light,Poor,2,Healthy,Basic,Evening,Frequent,High
Shahidul Islam,Pallmall Group,16,Sewing,66,Low,Light,Poor,0,Healthy,Basic,Day,Occasional,Medium
Abdul Latif,Pallmall Group,34,Packaging,40,Low,Light,Average,1,Healthy,Advanced,Day,Frequent,Low
Fariha Khan,Pallmall Group,33,Dyeing,45,Medium,Unknown,Average,1,Minor_Chronic,Advanced,Day,Occasional,Medium
Rasel Hossain,Pallmall Group,22,Cutting,50,Medium,Heavy,Poor,0,Minor_Chronic,Basic,Day,Rare,High
Taslima Akter,Pallmall Group,29,Packaging,60,Low,Heavy,Average,1,Serious_Chronic,Unknown,Day,Rare,High
Mariam Noor,Pallmall Group,7,Sewing,66,Unknown,Unknown,Average,0,Healthy,Basic,Evening,Rare,Medium
Mushfiqur Rahman,Pallmall Group,21,Supervisor,67,Medium,Light,Average,1,Healthy,Advanced,Evening,Occasional,Medium
Rahim Ahmed,Pallmall Group,35,Cutting,45,Unknown,Heavy,Average,1,Healthy,Basic,Day,Frequent,Low
Mushfiqur Rahman,Pallmall Group,4,Cutting,36,Low,Light,Average,0,Healthy,Advanced,Night,Occasional,Low
Rasel Hossain,Pallmall Group,12,Cutting,60,Low,Light,Poor,0,Healthy,Unknown,Day,Frequent,High
Mushfiqur Rahman,Pallmall Group,28,Sewing,59,Medium,Heavy,Poor,0,Serious_Chronic,Advanced,Evening,Occasional,High
Nazia Sultana,Pallmall Group,30,Sewing,44,Low,Heavy,Average,1,Healthy,Basic,Night,Occasional,Medium
Fariha Khan,Pallmall Group,15,Dyeing,46,Low,Heavy,Average,0,Healthy,Advanced,Day,Rare,Medium
Shahidul Islam,Pallmall Group,29,Machine_Maintenance,54,High,Light,Average,1,Healthy,Basic,Day,Occasional,Medium
Rasel Hossain,Pallmall Group,15,Packaging,33,Unknown,Unknown,Poor,0,Healthy,Basic,Day,Occasional,Low
Rasel Hossain,Pallmall Group,11,Sewing,62,Unknown,Heavy,Average,0,Healthy,Basic,Night,Frequent,Medium
Rahim Ahmed,Pallmall Group,16,Ironing,64,Low,Unknown,Poor,0,Healthy,Advanced,Day,Occasional,Medium
Nazia Sultana,Pallmall Group,15,Sewing,61,High,Light,Average,0,Healthy,Basic,Evening,Occasional,Medium
Shamina Begum,Pallmall Group,11,Sewing,47,Unknown,Unknown,Average,0,Healthy,Unknown,Day,Rare,Low
Taslima Akter,Pallmall Group,7,Dyeing,52,Unknown,Light,Average,0,Healthy,Basic,Day,Occasional,Low
Taslima Akter,Pallmall Group,19,Ironing,31,Unknown,Light,Good,0,Healthy,Basic,Day,Frequent,Low
Abdul Latif,Pallmall Group,2,Sewing,37,Unknown,Unknown,Average,0,Healthy,Basic,Day,Occasional,Low
Fariha Khan,Pallmall Group,15,Sewing,37,Medium,Heavy,Average,0,Healthy,Advanced,Night,Rare,Medium
Taslima Akter,Pallmall Group,29,Supervisor,51,Low,Unknown,Average,0,Serious_Chronic,Basic,Night,Rare,Medium
Rasel Hossain,Pallmall Group,22,Sewing,48,Low,Heavy,Poor,0,Healthy,Basic,Day,Occasional,Medium
Abdul Latif,Pallmall Group,27,Cutting,38,Low,Heavy,Good,0,Healthy,Basic,Day,Occasional,Medium
Fariha Khan,Pallmall Group,39,Ironing,54,Medium,Light,Average,2,Minor_Chronic,Advanced,Day,Rare,Medium
Rahim Ahmed,Pallmall Group,4,Sewing,43,Unknown,Light,Poor,0,Healthy,Advanced,Evening,Frequent,Low
Nazia Sultana,Pallmall Group,19,Sewing,53,Unknown,Light,Average,0,Minor_Chronic,Basic,Day,Occasional,Low
Rahim Ahmed,Pallmall Group,39,Cutting,57,Unknown,Heavy,Poor,2,Minor_Chronic,Basic,Evening,Rare,High
Nazia Sultana,Pallmall Group,0,Packaging,43,Unknown,Light,Good,1,Healthy,Basic,Day,Occasional,Low
Mariam Noor,Pallmall Group,29,Ironing,34,Unknown,Light,Good,0,Minor_Chronic,Basic,Evening,Occasional,Low
Rasel Hossain,Pallmall Group,20,Dyeing,43,Unknown,Light,Average,0,Healthy,Basic,Night,Frequent,Medium
Rasel Hossain,Pallmall Group,19,Supervisor,62,Unknown,Light,Poor,0,Healthy,Basic,Day,Rare,Medium
Nazia Sultana,Pallmall Group,5,Packaging,43,Unknown,Heavy,Poor,0,Minor_Chronic,Basic,Night,Rare,High
Shamina Begum,Pallmall Group,21,Cutting,67,Medium,Unknown,Poor,0,Minor_Chronic,Basic,Evening,Rare,High
Shahidul Islam,Pallmall Group,17,Cutting,39,Unknown,Light,Poor,1,Healthy,Basic,Evening,Rare,Medium
Shamina Begum,Pallmall Group,7,Dyeing,62,High,Light,Average,0,Healthy,Advanced,Day,Frequent,High
Taslima Akter,Pallmall Group,38,Dyeing,48,Unknown,Heavy,Good,1,Healthy,Basic,Day,Rare,Medium
Nazia Sultana,Pallmall Group,31,Ironing,63,Medium,Unknown,Average,0,Healthy,Basic,Night,Frequent,Medium
Rahim Ahmed,Pallmall Group,32,Dyeing,44,Medium,Light,Average,0,Healthy,Basic,Evening,Occasional,Medium
Mushfiqur Rahman,Pallmall Group,15,Sewing,59,High,Unknown,Average,0,Serious_Chronic,Basic,Evening,Occasional,High
Fariha Khan,Pallmall Group,11,Cutting,68,Medium,Light,Good,0,Healthy,Basic,Evening,Frequent,Medium
Shamina Begum,Pallmall Group,37,Sewing,33,Unknown,Heavy,Poor,1,Healthy,Advanced,Day,Rare,High
Abdul Latif,Pallmall Group,33,Sewing,51,Unknown,Heavy,Average,1,Healthy,Unknown,Night,Rare,Medium
Abdul Latif,Pallmall Group,13,Sewing,54,Unknown,Heavy,Average,2,Healthy,Basic,Day,Occasional,Medium
Fariha Khan,Pallmall Group,35,Dyeing,47,Unknown,Light,Good,0,Healthy,Basic,Night,Rare,Low
Fariha Khan,Pallmall Group,32,Ironing,52,Unknown,Heavy,Good,2,Healthy,Basic,Day,Frequent,Medium
Rasel Hossain,Pallmall Group,22,Sewing,29,Medium,Light,Average,0,Minor_Chronic,Basic,Day,Frequent,Low
Taslima Akter,Pallmall Group,1,Ironing,36,Low,Heavy,Poor,0,Healthy,Advanced,Day,Frequent,High
Abdul Latif,Pallmall Group,40,Ironing,55,Low,Light,Average,0,Healthy,Basic,Night,Frequent,Low
Nazia Sultana,Pallmall Group,20,Sewing,65,Medium,Light,Poor,0,Healthy,Advanced,Night,Occasional,High
Fariha Khan,Pallmall Group,1,Dyeing,30,Low,Light,Average,1,Healthy,Advanced,Night,Occasional,High
Abdul Latif,Pallmall Group,26,Packaging,47,Low,Light,Average,0,Healthy,Basic,Day,Rare,Low
Mushfiqur Rahman,Pallmall Group,8,Packaging,33,Medium,Unknown,Average,0,Minor_Chronic,Basic,Day,Occasional,Low
Taslima Akter,Pallmall Group,0,Dyeing,66,Unknown,Heavy,Good,0,Healthy,Basic,Evening,Rare,High
Rahim Ahmed,Pallmall Group,10,Ironing,60,Unknown,Light,Average,0,Healthy,Unknown,Day,Frequent,Low
Shamina Begum,Pallmall Group,2,Sewing,28,High,Heavy,Average,0,Minor_Chronic,Unknown,Evening,Frequent,High
Fariha Khan,Pallmall Group,22,Sewing,64,Medium,Unknown,Poor,1,Serious_Chronic,Unknown,Evening,Rare,High
Shamina Begum,Pallmall Group,25,Sewing,33,Medium,Light,Good,1,Healthy,Basic,Day,Rare,Low
Shahidul Islam,Pallmall Group,3,Supervisor,61,Unknown,Heavy,Poor,1,Healthy,Unknown,Evening,Occasional,Medium
Abdul Latif,Pallmall Group,17,Sewing,42,Medium,Light,Poor,0,Healthy,Basic,Night,Occasional,Medium
Fariha Khan,Pallmall Group,5,Sewing,53,Unknown,Light,Poor,0,Healthy,Basic,Night,Occasional,Low
Abdul Latif,Pallmall Group,34,Machine_Maintenance,41,Unknown,Heavy,Average,0,Healthy,Unknown,Evening,Occasional,High
Mushfiqur Rahman,Pallmall Group,21,Machine_Maintenance,34,Unknown,Light,Poor,0,Serious_Chronic,Basic,Evening,Frequent,Medium
Fariha Khan,Pallmall Group,14,Packaging,58,Unknown,Light,Good,1,Healthy,Advanced,Day,Rare,Low
Nazia Sultana,Pallmall Group,21,Sewing,51,Unknown,Heavy,Good,0,Healthy,Basic,Day,Occasional,Low
Rahim Ahmed,Pallmall Group,36,Sewing,58,Unknown,Unknown,Good,1,Healthy,Basic,Day,Occasional,Low
Taslima Akter,Pallmall Group,11,Cutting,56,Unknown,Heavy,Poor,0,Serious_Chronic,Unknown,Day,Rare,High
Shahidul Islam,Pallmall Group,37,Sewing,59,Unknown,Unknown,Good,1,Healthy,Basic,Day,Occasional,Low
Taslima Akter,Pallmall Group,17,Sewing,44,Medium,Light,Good,1,Healthy,Basic,Day,Frequent,Low
Abdul Latif,Pallmall Group,34,Ironing,41,Low,Unknown,Good,1,Minor_Chronic,Advanced,Night,Frequent,Medium
Rasel Hossain,Pallmall Group,29,Machine_Maintenance,67,Unknown,Light,Average,0,Healthy,Basic,Evening,Occasional,Medium
Shahidul Islam,Pallmall Group,23,Cutting,63,Unknown,Unknown,Average,0,Healthy,Advanced,Day,Frequent,Low
Nazia Sultana,Pallmall Group,29,Dyeing,51,Low,Heavy,Poor,1,Healthy,Advanced,Day,Rare,High
Fariha Khan,Pallmall Group,13,Dyeing,54,Low,Light,Good,1,Serious_Chronic,Basic,Day,Frequent,High
Nazia Sultana,Pallmall Group,5,Sewing,52,Unknown,Unknown,Poor,1,Minor_Chronic,Basic,Day,Rare,Medium
Shahidul Islam,Pallmall Group,2,Dyeing,59,Low,Light,Average,0,Healthy,Advanced,Day,Occasional,Medium
Shahidul Islam,Pallmall Group,15,Sewing,45,High,Light,Good,0,Healthy,Basic,Night,Rare,Medium
Mushfiqur Rahman,Pallmall Group,6,Sewing,45,Unknown,Light,Average,0,Healthy,Unknown,Evening,Frequent,Low
Fariha Khan,Pallmall Group,13,Packaging,64,Unknown,Unknown,Poor,2,Healthy,Basic,Evening,Rare,High
Shahidul Islam,Pallmall Group,8,Sewing,53,Unknown,Light,Good,0,Minor_Chronic,Unknown,Day,Rare,Low
Abdul Latif,Pallmall Group,14,Supervisor,36,Low,Unknown,Good,0,Healthy,Basic,Day,Occasional,Low
Shahidul Islam,Pallmall Group,20,Sewing,62,Unknown,Unknown,Poor,0,Minor_Chronic,Basic,Day,Rare,Medium
Shamina Begum,Pallmall Group,34,Dyeing,35,Unknown,Light,Good,0,Healthy,Advanced,Evening,Rare,Low
Shahidul Islam,Pallmall Group,1,Cutting,47,Unknown,Light,Average,0,Minor_Chronic,Basic,Evening,Occasional,Low
Rasel Hossain,Pallmall Group,26,Sewing,49,High,Light,Average,0,Serious_Chronic,Advanced,Day,Rare,Medium
Abdul Latif,Pallmall Group,1,Sewing,46,Low,Unknown,Poor,0,Healthy,Basic,Night,Rare,High
Nazia Sultana,Pallmall Group,34,Dyeing,57,Low,Heavy,Poor,0,Healthy,Basic,Day,Rare,High
Shahidul Islam,Pallmall Group,17,Packaging,55,Medium,Heavy,Poor,1,Healthy,Advanced,Day,Rare,High
Shahidul Islam,Pallmall Group,13,Packaging,62,Unknown,Light,Poor,1,Minor_Chronic,Advanced,Evening,Occasional,Medium
Mushfiqur Rahman,Pallmall Group,19,Ironing,38,Medium,Unknown,Good,0,Healthy,Basic,Day,Occasional,Low
Fariha Khan,Pallmall Group,17,Packaging,58,Low,Heavy,Average,0,Minor_Chronic,Basic,Evening,Occasional,Medium
Shahidul Islam,Pallmall Group,9,Packaging,66,Unknown,Light,Good,1,Healthy,Basic,Day,Rare,Low
Mushfiqur Rahman,Pallmall Group,24,Packaging,63,Medium,Light,Average,0,Healthy,Advanced,Day,Occasional,Medium
Shamina Begum,Pallmall Group,1,Ironing,57,Medium,Light,Poor,1,Healthy,Basic,Day,Occasional,High
Rasel Hossain,Pallmall Group,24,Dyeing,50,Medium,Heavy,Good,0,Serious_Chronic,Basic,Day,Occasional,High
Rahim Ahmed,Pallmall Group,32,Packaging,46,Unknown,Unknown,Good,0,Healthy,Basic,Day,Rare,Low
Rahim Ahmed,Pallmall Group,35,Cutting,39,High,Heavy,Average,0,Healthy,Unknown,Evening,Rare,High
Mushfiqur Rahman,Pallmall Group,30,Packaging,42,High,Heavy,Poor,1,Serious_Chronic,Advanced,Day,Rare,High
Taslima Akter,Pallmall Group,13,Dyeing,58,Unknown,Light,Average,0,Minor_Chronic,Unknown,Day,Rare,Medium
Taslima Akter,Pallmall Group,0,Sewing,64,Unknown,Heavy,Average,0,Minor_Chronic,Basic,Evening,Rare,Medium
Rasel Hossain,Pallmall Group,15,Sewing,64,Unknown,Unknown,Good,1,Healthy,Advanced,Night,Occasional,Medium
Taslima Akter,Pallmall Group,2,Cutting,42,High,Light,Poor,1,Healthy,Advanced,Evening,Occasional,High
Shamina Begum,Pallmall Group,34,Ironing,56,Low,Light,Poor,2,Healthy,Basic,Night,Frequent,Medium
Taslima Akter,Pallmall Group,40,Packaging,53,Unknown,Light,Average,0,Minor_Chronic,Advanced,Evening,Occasional,Low
Shahidul Islam,Pallmall Group,5,Sewing,29,Unknown,Light,Average,1,Healthy,Basic,Day,Occasional,Low
Nazia Sultana,Pallmall Group,24,Packaging,47,Unknown,Light,Poor,1,Healthy,Advanced,Evening,Occasional,Low
Shamina Begum,Pallmall Group,12,Packaging,42,Low,Unknown,Average,1,Minor_Chronic,Advanced,Day,Rare,Low
Nazia Sultana,Pallmall Group,33,Sewing,31,Unknown,Light,Average,0,Healthy,Basic,Day,Occasional,Low
Nazia Sultana,Pallmall Group,7,Packaging,49,High,Light,Average,1,Healthy,Unknown,Day,Occasional,Medium
Fariha Khan,Pallmall Group,20,Supervisor,65,Low,Light,Average,3,Healthy,Basic,Day,Occasional,Medium
Shahidul Islam,Pallmall Group,33,Packaging,50,Medium,Unknown,Average,0,Healthy,Basic,Evening,Frequent,Low
Mushfiqur Rahman,Pallmall Group,3,Packaging,53,Unknown,Light,Good,0,Healthy,Basic,Evening,Rare,Low
